Car Name,Car Link,Price,Make,Model,YOM,Mileage (km),Gear,Fuel Type,Options,Engine (cc)
Suzuki ALTO 2011 Car,https://riyasewana.com/buy/suzuki-alto-sale-kandy-7329019,Negotiable,Suzuki,ALTO,2011,95200,Manual,Petrol,"AIR CONDITION, POWER STEERING",800
Subaru Forester SG5 2005 Car,https://riyasewana.com/buy/subaru-forester-sg5-sale-kandy-7328976,Negotiable,Subaru,Forester SG5,2005,177000,Manual,Petrol,-,2000
Toyota Aqua S Grade 2012 Car,https://riyasewana.com/buy/toyota-aqua-s-sale-gampaha-7328962,"Rs. 6,150,000",Toyota,Aqua S Grade,2012,135000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1100
Toyota Camry Cv30 1992 Car,https://riyasewana.com/buy/toyota-camry-cv30-sale-moratuwa-7328946,"Rs. 1,850,000",Toyota,Camry Cv30,1992,113456,Manual,Diesel,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",2000
Nissan Leaf 2023 Car,https://riyasewana.com/buy/nissan-leaf-sale-colombo-7328929,"Rs. 21,500,000",Nissan,Leaf,2023,23,Automatic,Electric,"AIR CONDITION,POWER STEERING,POWER MIRROR,POWER WINDOW",400
Tata Indica V2Xeta GL 2006 Car,https://riyasewana.com/buy/tata-indica-v2xeta-sale-mawanella-7328847,"Rs. 1,625,000",Tata,Indica V2Xeta GL,2006,100000,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER WINDOW",1405
Mazda Familia 1991 Car,https://riyasewana.com/buy/mazda-familia-sale-gampaha-7328753,"Rs. 1,350,000",Mazda,familia,1991,-,Manual,Petrol,"AIR CONDITION, POWER STEERING",1500
Suzuki Maruti 800 2004 Car,https://riyasewana.com/buy/suzuki-maruti-800-sale-elpitiya-7328531,"Rs. 1,285,000",Suzuki,Maruti 800,2004,32000,Manual,Petrol,AIR CONDITION,800
Mitsubishi GALANT 2001 Car,https://riyasewana.com/buy/mitsubishi-galant-sale-avissawella-7328503,"Rs. 2,950,000",Mitsubishi,GALANT,2001,190000,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",2000
Honda Civic Es 2007 Car,https://riyasewana.com/buy/honda-civic-es-sale-moneragala-7328440,"Rs. 4,600,000",Honda,Civic Es,2007,156000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1600
Nissan Nissan 1985 Car,https://riyasewana.com/buy/nissan-nissan-sale-kegalle-7328420,"Rs. 1,650,000",Nissan,Nissan,1985,3333,Manual,Petrol,POWER STEERING,963852741
Nissan Pulsar CJ2 FN15 2000 Car,https://riyasewana.com/buy/nissan-pulsar-cj2-sale-horana-7328395,"Rs. 3,650,000",Nissan,Pulsar CJ2 FN15,2000,113500,Automatic,Diesel,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",2000
BMW E90 2006 Car,https://riyasewana.com/buy/bmw-e90-sale-matale-7328330,"Rs. 7,250,000",BMW,E90,2006,100000,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",2000
Toyota AXIO 2008 Car,https://riyasewana.com/buy/toyota-axio-sale-matale-7328316,"Rs. 6,400,000",Toyota,AXIO,2008,216000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Mitsubishi Lancer Box 1985 Car,https://riyasewana.com/buy/mitsubishi-lancer-box-sale-kegalle-7328287,"Rs. 800,000 (Ongoing Lease)",Mitsubishi,Lancer Box,1985,-,Manual,Petrol,-,-
Mazda Familia 323 1988 Car,https://riyasewana.com/buy/mazda-familia-323-sale-matara-7328250,"Rs. 780,000",Mazda,Familia 323,1988,120000,Manual,Petrol,AIR CONDITION,1500
Suzuki Alto 2011 Car,https://riyasewana.com/buy/suzuki-alto-sale-kaduwela-7328243,Negotiable,Suzuki,Alto,2011,130000,Manual,Petrol,AIR CONDITION,800
Audi A4 S Line 2018 Car,https://riyasewana.com/buy/audi-a4-s-sale-colombo-7328177,"Rs. 18,000,000",Audi,A4 S Line,2018,43000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1400
Toyota Corona 1986 Car,https://riyasewana.com/buy/toyota-corona-sale-moneragala-7328162,"Rs. 600,000",Toyota,Corona,1986,1111111,Manual,Diesel,-,-
Micro Panda 2015 Car,https://riyasewana.com/buy/micro-panda-sale-gampaha-7328131,"Rs. 2,100,000",Micro,Panda,2015,74000,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1000
Micro Panda 2016 Car,https://riyasewana.com/buy/micro-panda-sale-gampaha-7328005,"Rs. 2,250,000",Micro,Panda,2016,70000,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1000
Nissan FB13 1993 Car,https://riyasewana.com/buy/nissan-fb13-sale-kurunegala-7327730,"Rs. 1,750,000",Nissan,FB13,1993,145000,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",15000
Mitsubishi Lancer 1993 Car,https://riyasewana.com/buy/mitsubishi-lancer-sale-ambalangoda-7327691,"Rs. 1,575,000",Mitsubishi,Lancer,1993,100000,Manual,Diesel,"AIR CONDITION, POWER STEERING, POWER WINDOW",2000
Zotye Z100 2022 Car,https://riyasewana.com/buy/zotye-z100-sale-ragama-7327638,"Rs. 2,500,000 (Ongoing Lease)",Zotye,Z100,2022,11800,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1000
Micro Trend 2009 Car,https://riyasewana.com/buy/micro-trend-sale-matugama-7327424,"Rs. 1,320,000",Micro,Trend,2009,71000,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER WINDOW",1000
Mitsubishi Lancer Ex 2008 Car,https://riyasewana.com/buy/mitsubishi-lancer-ex-sale-negombo-7327408,"Rs. 7,100,000",Mitsubishi,Lancer Ex,2008,145000,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Toyota KE72 1984 Car,https://riyasewana.com/buy/toyota-ke72-sale-ratnapura-7327391,"Rs. 865,000",Toyota,KE72,1984,120000,Manual,Petrol,-,1300
Tata Indigo 2002 Car,https://riyasewana.com/buy/tata-indigo-sale-polonnaruwa-7327325,"Rs. 1,850,000",Tata,Indigo,2002,100000,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1400
Toyota Corolla Ee90 1991 Car,https://riyasewana.com/buy/toyota-corolla-ee90-sale-gampaha-7327227,"Rs. 1,450,000",Toyota,Corolla Ee90,1991,222229,Manual,Petrol,"AIR CONDITION, POWER WINDOW",1300
Mazda Demio 1999 Car,https://riyasewana.com/buy/mazda-demio-sale-boralesgamuwa-7327168,"Rs. 2,200,000",Mazda,Demio,1999,141323,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",13000
Toyota KE72 1986 Car,https://riyasewana.com/buy/toyota-ke72-sale-kesbewa-7327108,"Rs. 690,000",Toyota,KE72,1986,100000,Manual,Petrol,-,1290
Toyota Prius 2008 Car,https://riyasewana.com/buy/toyota-prius-sale-chilaw-7327107,"Rs. 4,750,000",Toyota,Prius,2008,191000,Automatic,Hybrid,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1490
Suzuki Alto 2011 Car,https://riyasewana.com/buy/suzuki-alto-sale-gampaha-7327102,"Rs. 2,400,000 (Ongoing Lease)",Suzuki,Alto,2011,96000,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER WINDOW",1100
Nissan B210 1975 Car,https://riyasewana.com/buy/nissan-b210-sale-gampaha-7327005,"Rs. 450,000 (Ongoing Lease)",Nissan,B210,1975,260000,Manual,Petrol,-,1150
Toyota Corolla 110 111 1997 Car,https://riyasewana.com/buy/toyota-corolla-110-sale-nittambuwa-7327002,"Rs. 2,350,000",Toyota,Corolla 110 111,1997,240000,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR",1330
Nissan FB13 1995 Car,https://riyasewana.com/buy/nissan-fb13-sale-dompe-7326998,"Rs. 1,795,000 (Ongoing Lease)",Nissan,FB13,1995,241580,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1300
Volkswagen Beetle 1976 Car,https://riyasewana.com/buy/volkswagen-beetle-sale-matara-7326994,"Rs. 600,000",Volkswagen,Beetle,1976,100000,Manual,Petrol,-,1300
Toyota VITZ 2015 Car,https://riyasewana.com/buy/toyota-vitz-sale-colombo-7326978,"Rs. 6,875,000",Toyota,VITZ,2015,67000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1000
Mitsubishi Galant 1983 Car,https://riyasewana.com/buy/mitsubishi-galant-sale-kurunegala-7326907,"Rs. 650,000",Mitsubishi,Galant,1983,99999,Manual,Diesel,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",2000
Nissan HB310 1978 Car,https://riyasewana.com/buy/nissan-hb310-sale-panadura-7326903,"Rs. 435,000",Nissan,HB310,1978,112,Manual,Petrol,AIR CONDITION,1200
Honda Grace Ex Limited 2015 Car,https://riyasewana.com/buy/honda-grace-ex-sale-colombo-7326859,"Rs. 8,795,000",Honda,Grace Ex Limited,2015,93000,Automatic,Hybrid,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Toyota Corolla Ke72 1984 Car,https://riyasewana.com/buy/toyota-corolla-ke72-sale-kandy-7326848,"Rs. 695,000",Toyota,Corolla Ke72,1984,500000,Manual,Petrol,-,1500
Nissan B11 1983 Car,https://riyasewana.com/buy/nissan-b11-sale-kurunegala-7326824,"Rs. 750,000",Nissan,B11,1983,1484443,Manual,Petrol,-,-
Volvo S90 2018 Car,https://riyasewana.com/buy/volvo-s90-sale-malabe-7326820,"Rs. 35,000,000",Volvo,S90,2018,19000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",2000
Mitsubishi Lancer GL 1985 Car,https://riyasewana.com/buy/mitsubishi-lancer-gl-sale-matara-7326812,"Rs. 400,000",Mitsubishi,Lancer GL,1985,400000,Manual,Petrol,-,1400
Toyota KE20 1973 Car,https://riyasewana.com/buy/toyota-ke20-sale-galle-7326803,"Rs. 500,000",Toyota,KE20,1973,172845,Manual,Petrol,AIR CONDITION,1200
Honda Fit Gp5 2014 Car,https://riyasewana.com/buy/honda-fit-gp5-sale-galle-7326769,"Rs. 7,000,000",Honda,Fit Gp5,2014,64000,Automatic,Hybrid,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Mitsubishi Mitsubishi 1982 Car,https://riyasewana.com/buy/mitsubishi-mitsubishi-sale-badulla-7326745,"Rs. 525,000",Mitsubishi,Mitsubishi,1982,-,Manual,Petrol,-,1300
Nissan Pulsar CJ 2 1999 Car,https://riyasewana.com/buy/nissan-pulsar-cj-sale-mawanella-7326719,"Rs. 2,450,000",Nissan,Pulsar CJ 2,1999,175000,Automatic,Petrol,"POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Honda Civic 1985 Car,https://riyasewana.com/buy/honda-civic-sale-dankotuwa-7326668,"Rs. 810,000",Honda,Civic,1985,99000,Manual,Petrol,-,1500
Tata Indica 2015 Car,https://riyasewana.com/buy/tata-indica-sale-negombo-7326651,"Rs. 2,275,000",Tata,Indica,2015,165000,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER WINDOW",1200
Mazda Demio 2007 Car,https://riyasewana.com/buy/mazda-demio-sale-gampaha-7326645,"Rs. 2,600,000 (Ongoing Lease)",Mazda,Demio,2007,141000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1340
Nissan Sunny B310 1978 Car,https://riyasewana.com/buy/nissan-sunny-b310-sale-matugama-7326548,"Rs. 335,000",Nissan,Sunny B310,1978,160000,Manual,Petrol,-,1300
Honda N Box 2015 Car,https://riyasewana.com/buy/honda-n-box-sale-mawanella-7326541,Negotiable,Honda,N Box,2015,72000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",650
Toyota Corona Premio CT 210 1998 Car,https://riyasewana.com/buy/toyota-corona-premio-sale-kuliyapitiya-7326527,"Rs. 3,275,000",Toyota,Corona Premio CT 210,1998,187000,Automatic,Diesel,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",-
Toyota Corolla 121 2003 Car,https://riyasewana.com/buy/toyota-corolla-121-sale-colombo-7326417,"Rs. 4,900,000",Toyota,Corolla 121,2003,194000,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1300
Suzuki Wagon R Stingray 2017 Car,https://riyasewana.com/buy/suzuki-wagon-r-sale-maharagama-7326272,"Rs. 5,875,000",Suzuki,Wagon R Stingray,2017,55000,Automatic,Hybrid,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",650
Honda Civic Ek3 1997 Car,https://riyasewana.com/buy/honda-civic-ek3-sale-badulla-7326251,"Rs. 3,345,000",Honda,Civic Ek3,1997,210000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Proton Wira 2001 Car,https://riyasewana.com/buy/proton-wira-sale-galle-7326178,"Rs. 1,750,000",Proton,Wira,2001,130000,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER WINDOW",1500
Mitsubishi Lancer Wagon 1986 Car,https://riyasewana.com/buy/mitsubishi-lancer-wagon-sale-kalutara-7326167,Negotiable,Mitsubishi,Lancer Wagon,1986,256,Manual,Petrol,-,1400
Toyota Corona At171 1993 Car,https://riyasewana.com/buy/toyota-corona-at171-sale-polonnaruwa-7325926,"Rs. 450,000 (Ongoing Lease)",Toyota,Corona At171,1993,129650,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1490
Tata Indigo 2011 Car,https://riyasewana.com/buy/tata-indigo-sale-colombo-7325879,"Rs. 1,875,000",Tata,Indigo,2011,198000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1200
Nissan FB15 Super Saloon 2000 Car,https://riyasewana.com/buy/nissan-fb15-super-sale-kandy-7325829,"Rs. 750,000",Nissan,FB15 Super Saloon,2000,240000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Nissan K10 1991 Car,https://riyasewana.com/buy/nissan-k10-sale-kuliyapitiya-7325826,"Rs. 1,450,000",Nissan,K10,1991,-,Manual,Petrol,"AIR CONDITION, POWER STEERING",1000
Daihatsu Mira 2017 Car,https://riyasewana.com/buy/daihatsu-mira-sale-colombo-7325803,"Rs. 4,850,000",Daihatsu,Mira,2017,77500,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER WINDOW",660
Suzuki Alto 2003 Car,https://riyasewana.com/buy/suzuki-alto-sale-battaramulla-7325745,"Rs. 2,790,000",Suzuki,Alto,2003,160000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER WINDOW",650
Micro Geely MX7 2013 Car,https://riyasewana.com/buy/micro-geely-mx7-sale-negombo-7325624,"Rs. 2,600,000",Micro,Geely MX7,2013,129000,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Nissan FB14 1997 Car,https://riyasewana.com/buy/nissan-fb14-sale-badulla-7325587,"Rs. 2,500,000",Nissan,FB14,1997,150000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Hyundai Accent 2002 Car,https://riyasewana.com/buy/hyundai-accent-sale-gampaha-7325543,"Rs. 2,500,000",Hyundai,Accent,2002,197552,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER WINDOW",1500
Toyota Corolla KE30 1975 Car,https://riyasewana.com/buy/toyota-corolla-ke30-sale-kuliyapitiya-7325430,Negotiable,Toyota,Corolla KE30,1975,-,Manual,Petrol,-,1200
Honda City 2000 Car,https://riyasewana.com/buy/honda-city-sale-bandaragama-7325311,"Rs. 2,350,000",Honda,City,2000,225000,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Mazda Demio 1999 Car,https://riyasewana.com/buy/mazda-demio-sale-panadura-7325205,"Rs. 2,390,000",Mazda,Demio,1999,154000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1320
Mitsubishi Lancer Flat Light 1979 Car,https://riyasewana.com/buy/mitsubishi-lancer-flat-sale-jaffna-7325185,"Rs. 725,000",Mitsubishi,Lancer Flat Light,1979,85000,Manual,Petrol,-,1400
Nissan FB14 2000 Car,https://riyasewana.com/buy/nissan-fb14-sale-kadawatha-7324895,"Rs. 725,000 (Ongoing Lease)",Nissan,FB14,2000,190000,Automatic,Petrol,"AIR CONDITION,POWER STEERING,POWER MIRROR,POWER WINDOW",1500
Daihatsu Mira 1998 Car,https://riyasewana.com/buy/daihatsu-mira-sale-kadawatha-7324848,"Rs. 450,000 (Ongoing Lease)",Daihatsu,Mira,1998,-,Manual,Petrol,AIR CONDITION,880
Hyundai Eon 2015 Car,https://riyasewana.com/buy/hyundai-eon-sale-kuliyapitiya-7324734,"Rs. 3,250,000",Hyundai,Eon,2015,80000,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",800
Suzuki Swift HT81s 2008 Car,https://riyasewana.com/buy/suzuki-swift-ht81s-sale-kurunegala-7324664,"Rs. 2,500,000",Suzuki,Swift HT81s,2008,90000,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Toyota Corolla DX Wagon 1985 Car,https://riyasewana.com/buy/toyota-corolla-dx-sale-nittambuwa-7324636,"Rs. 675,000",Toyota,Corolla DX Wagon,1985,100000,Manual,Diesel,-,1850
Mitsubishi Lancer Box A172 1983 Car,https://riyasewana.com/buy/mitsubishi-lancer-box-sale-elpitiya-7324615,"Rs. 950,000",Mitsubishi,Lancer Box A172,1983,92000,Manual,Petrol,AIR CONDITION,1400
Fiat Fiat 1977 Car,https://riyasewana.com/buy/fiat-fiat-sale-ratnapura-7324606,Negotiable,Fiat,Fiat,1977,85000,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1200
Toyota Corolla 1989 Car,https://riyasewana.com/buy/toyota-corolla-sale-matara-7324205,"Rs. 1,165,000",Toyota,Corolla,1989,175000,Manual,Petrol,"AIR CONDITION, POWER STEERING",1330
Volvo S 40 2000 Car,https://riyasewana.com/buy/volvo-s-40-sale-matara-7324172,"Rs. 1,790,000",Volvo,S 40,2000,140000,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1800
Nissan B310 1980 Car,https://riyasewana.com/buy/nissan-b310-sale-kegalle-7324160,Negotiable,Nissan,B310,1980,300000,Manual,Petrol,-,1200
Suzuki Alto 2015 Car,https://riyasewana.com/buy/suzuki-alto-sale-colombo-7324088,"Rs. 2,880,000",Suzuki,Alto,2015,85000,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",800
Mazda Familia 2003 Car,https://riyasewana.com/buy/mazda-familia-sale-hatton-7324047,"Rs. 2,495,000",Mazda,Familia,2003,300000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER WINDOW",1500
Nissan Hb12 1990 Car,https://riyasewana.com/buy/nissan-hb12-sale-mawanella-7324043,"Rs. 1,225,000",Nissan,Hb12,1990,12350,Manual,Petrol,"AIR CONDITION,POWER STEERING,POWER MIRROR,POWER WINDOW",1500
Renault Laguna 2004 Car,https://riyasewana.com/buy/renault-laguna-sale-battaramulla-7324015,"Rs. 3,500,000",Renault,Laguna,2004,100000,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1800
Suzuki Wagon R Fx 2017 Car,https://riyasewana.com/buy/suzuki-wagon-r-sale-mawanella-7323924,"Rs. 4,780,000",Suzuki,Wagon R Fx,2017,120000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",600
Chery Qq 2010 Car,https://riyasewana.com/buy/chery-qq-sale-elpitiya-7323882,Negotiable (Ongoing Lease),Chery,Qq,2010,712051660,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",100
Suzuki Maruti 2004 Car,https://riyasewana.com/buy/suzuki-maruti-sale-hanwella-7323833,Negotiable,Suzuki,Maruti,2004,150000,Manual,Petrol,-,800
Mitsubishi Lancer Box 1983 Car,https://riyasewana.com/buy/mitsubishi-lancer-box-sale-kiribathgoda-7323832,"Rs. 2,100,000",Mitsubishi,Lancer Box,1983,100,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR",1400
Nissan HB310 1988 Car,https://riyasewana.com/buy/nissan-hb310-sale-anuradapura-7323715,Negotiable,Nissan,HB310,1988,100000,Manual,Petrol,AIR CONDITION,1200
Suzuki Wagon R 2017 Car,https://riyasewana.com/buy/suzuki-wagon-r-sale-mulleriyawa-7323714,"Rs. 5,550,000",Suzuki,Wagon R,2017,96000,Automatic,Hybrid,-,660
Vauxhall Vectra 1999 Car,https://riyasewana.com/buy/vauxhall-vectra-sale-galle-7323585,Negotiable,Vauxhall,Vectra,1999,-,Manual,Petrol,-,1900
Daihatsu Charade 1995 Car,https://riyasewana.com/buy/daihatsu-charade-sale-embilipitiya-7323515,"Rs. 1,875,000",Daihatsu,Charade,1995,248000,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1290
Mitsubishi Lancer 1989 Car,https://riyasewana.com/buy/mitsubishi-lancer-sale-matale-7323500,"Rs. 840,000",Mitsubishi,Lancer,1989,175000,Manual,Petrol,"AIR CONDITION, POWER STEERING",1400
Suzuki Zen 2001 Car,https://riyasewana.com/buy/suzuki-zen-sale-matara-7323384,"Rs. 1,390,000",Suzuki,Zen,2001,-,Manual,Petrol,"AIR CONDITION, POWER WINDOW",1000
Micro Panda 2018 Car,https://riyasewana.com/buy/micro-panda-sale-homagama-7323345,"Rs. 3,045,000",Micro,Panda,2018,24000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1000
Toyota Corolla AE110 1998 Car,https://riyasewana.com/buy/toyota-corolla-ae110-sale-homagama-7323313,"Rs. 3,190,000",Toyota,Corolla AE110,1998,179131,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Toyota Starlet 1995 Car,https://riyasewana.com/buy/toyota-starlet-sale-kandy-7323288,"Rs. 2,390,000",Toyota,Starlet,1995,252000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1330
Suzuki Wagon R Stingray 2018 Car,https://riyasewana.com/buy/suzuki-wagon-r-sale-gampaha-7323266,"Rs. 6,525,000",Suzuki,Wagon R Stingray,2018,49500,Automatic,Hybrid,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",658
Toyota Corolla 110 Riviera 1999 Car,https://riyasewana.com/buy/toyota-corolla-110-sale-kadawatha-7323236,"Rs. 4,350,000",Toyota,Corolla 110 Riviera,1999,120000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Toyota Vitz 2017 Car,https://riyasewana.com/buy/toyota-vitz-sale-kurunegala-7323158,"Rs. 7,450,000",Toyota,Vitz,2017,40000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1000
Nissan Trad Sunny 1989 Car,https://riyasewana.com/buy/nissan-trad-sunny-sale-kandy-7323088,"Rs. 1,280,000",Nissan,Trad Sunny,1989,125096,Manual,Petrol,"AIR CONDITION,POWER STEERING",1300
Nissan FB14 1994 Car,https://riyasewana.com/buy/nissan-fb14-sale-kurunegala-7323055,"Rs. 2,125,000",Nissan,FB14,1994,237514,Automatic,Petrol,"AIR CONDITION, POWER STEERING",1490
Nissan March K11 2000 Car,https://riyasewana.com/buy/nissan-march-k11-sale-kaduwela-7323022,"Rs. 2,600,000",Nissan,March K11,2000,155000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1340
Mazda BJ5p 1999 Car,https://riyasewana.com/buy/mazda-bj5p-sale-galle-7322989,"Rs. 2,450,000 (Ongoing Lease)",Mazda,BJ5p,1999,113000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Mitsubishi Lancer C12 1985 Car,https://riyasewana.com/buy/mitsubishi-lancer-c12-sale-matugama-7322916,"Rs. 600,000",Mitsubishi,Lancer C12,1985,269600,Manual,Petrol,POWER STEERING,1500
Toyota Corolla AE110 1998 Car,https://riyasewana.com/buy/toyota-corolla-ae110-sale-polgahawela-7322900,Negotiable,Toyota,Corolla AE110,1998,258000,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Suzuki Maruti 2006 Car,https://riyasewana.com/buy/suzuki-maruti-sale-gampaha-7322860,"Rs. 1,450,000",Suzuki,Maruti,2006,75000,Manual,Petrol,AIR CONDITION,800
Daihatsu Japan 1984 Car,https://riyasewana.com/buy/daihatsu-japan-sale-matara-7322814,"Rs. 900,000",Daihatsu,Japan,1984,-,Manual,Petrol,-,850
Suzuki Wagon R Stingray 2018 Car,https://riyasewana.com/buy/suzuki-wagon-r-sale-gampaha-7322795,"Rs. 5,790,000",Suzuki,Wagon R Stingray,2018,63100,Automatic,Hybrid,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",650
Toyota Prius 1999 Car,https://riyasewana.com/buy/toyota-prius-sale-eheliyagoda-7322766,Negotiable (Ongoing Lease),Toyota,Prius,1999,10000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Mitsubishi Space 1998 Car,https://riyasewana.com/buy/mitsubishi-space-sale-colombo-7322727,Negotiable,Mitsubishi,Space,1998,123443,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1600
Ford Laser 1989 Car,https://riyasewana.com/buy/ford-laser-sale-kesbewa-7322694,Negotiable,Ford,Laser,1989,168754,Manual,Petrol,"AIR CONDITION, POWER STEERING",1
Mitsubishi Lancer Flat Light 1978 Car,https://riyasewana.com/buy/mitsubishi-lancer-flat-sale-tangalle-7322633,Negotiable,Mitsubishi,Lancer Flat Light,1978,-,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1200
BMW E39 523i 1998 Car,https://riyasewana.com/buy/bmw-e39-523i-sale-kesbewa-7322602,"Rs. 4,500,000",BMW,E39 523i,1998,134000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",25000
Micro Panda 2011 Car,https://riyasewana.com/buy/micro-panda-sale-divulapitiya-7322576,"Rs. 1,850,000",Micro,Panda,2011,45600,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1300
Suzuki Alto 2014 Car,https://riyasewana.com/buy/suzuki-alto-sale-colombo-7322552,"Rs. 2,750,000",Suzuki,Alto,2014,85000,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",800
Toyota Corolla 1985 Car,https://riyasewana.com/buy/toyota-corolla-sale-welimada-7322400,"Rs. 1,200,000",Toyota,Corolla,1985,200000,Manual,Diesel,AIR CONDITION,1300
