Car Name,Car Link,Price,Make,Model,YOM,Mileage (km),Gear,Fuel Type,Options,Engine (cc)
Peugeot 406 2001 Car,https://riyasewana.com/buy/peugeot-406-sale-kurunegala-7322330,"Rs. 3,100,000",Peugeot,406,2001,1,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",2000
Mitsubishi C12 1985 Car,https://riyasewana.com/buy/mitsubishi-c12-sale-minuwangoda-7322302,"Rs. 975,000",Mitsubishi,C12,1985,-,Manual,Petrol,"AIR CONDITION, POWER STEERING",1500
Toyota Corolla CE90 1993 Car,https://riyasewana.com/buy/toyota-corolla-ce90-sale-matara-7322249,"Rs. 1,800,000",Toyota,Corolla CE90,1993,299789,Manual,Diesel,"AIR CONDITION, POWER STEERING",1500
Toyota Carina 1998 Car,https://riyasewana.com/buy/toyota-carina-sale-negombo-7322131,"Rs. 3,950,000",Toyota,Carina,1998,110000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Nissan FB14 1996 Car,https://riyasewana.com/buy/nissan-fb14-sale-padukka-7322032,"Rs. 2,300,000",Nissan,FB14,1996,-,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Suzuki Maruti 1994 Car,https://riyasewana.com/buy/suzuki-maruti-sale-mirigama-7321993,"Rs. 850,000",Suzuki,Maruti,1994,135000,Manual,Petrol,-,800
Mitsubishi Lancer 1978 Car,https://riyasewana.com/buy/mitsubishi-lancer-sale-kandy-7321847,Negotiable,Mitsubishi,Lancer,1978,-,Manual,Petrol,-,1200
Mitsubishi Lancer CS1 2005 Car,https://riyasewana.com/buy/mitsubishi-lancer-cs1-sale-kandy-7321789,"Rs. 4,000,000",Mitsubishi,Lancer CS1,2005,198000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1300
Toyota Axio 2016 Car,https://riyasewana.com/buy/toyota-axio-sale-anuradapura-7321692,"Rs. 9,800,000",Toyota,Axio,2016,82000,Automatic,Hybrid,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Nissan Bluebird SU14 1996 Car,https://riyasewana.com/buy/nissan-bluebird-su14-sale-hambantota-7321615,"Rs. 1,650,000",Nissan,Bluebird SU14,1996,-,Manual,Diesel,"AIR CONDITION, POWER STEERING, POWER WINDOW",-
Chery Qq 2010 Car,https://riyasewana.com/buy/chery-qq-sale-kalutara-7321613,"Rs. 1,265,000",Chery,Qq,2010,75400,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",812
Honda Civic 1999 Car,https://riyasewana.com/buy/honda-civic-sale-badulla-7321582,"Rs. 2,550,000",Honda,Civic,1999,-,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1300
Nissan Sunny 1991 Car,https://riyasewana.com/buy/nissan-sunny-sale-anuradapura-7321528,"Rs. 1,750,000",Nissan,Sunny,1991,350000,Manual,Diesel,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1700
Daihatsu G101S Charade 1990 Car,https://riyasewana.com/buy/daihatsu-g101s-charade-sale-kegalle-7321493,"Rs. 1,000,000",Daihatsu,G101S charade,1990,58000,Manual,Diesel,"POWER STEERING, POWER MIRROR, POWER WINDOW",1000
Nissan FB15 Super Saloon 1999 Car,https://riyasewana.com/buy/nissan-fb15-super-sale-wennappuwa-7321452,"Rs. 2,890,000",Nissan,FB15 Super Saloon,1999,230000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",-
Suzuki Maruti 2004 Car,https://riyasewana.com/buy/suzuki-maruti-sale-ja-ela-7321398,Negotiable,Suzuki,Maruti,2004,70000,Manual,Petrol,AIR CONDITION,800
Suzuki Wagon R Stingray 2017 Car,https://riyasewana.com/buy/suzuki-wagon-r-sale-balangoda-7321381,Negotiable,Suzuki,Wagon R Stingray,2017,98000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",660
Nissan B310 1979 Car,https://riyasewana.com/buy/nissan-b310-sale-ratnapura-7321367,"Rs. 490,000",Nissan,B310,1979,56000,Manual,Petrol,-,1200
Toyota Corolla AE100 1993 Car,https://riyasewana.com/buy/toyota-corolla-ae100-sale-homagama-7321348,"Rs. 1,750,000",Toyota,Corolla AE100,1993,-,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1490
Mercedes-Benz C220 2014 Car,https://riyasewana.com/buy/mercedes-benz-c220-sale-battaramulla-7321311,"Rs. 17,480,000",Mercedes-Benz,C220,2014,127000,Automatic,Diesel,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",2000
Micro Panda Cross 2013 Car,https://riyasewana.com/buy/micro-panda-cross-sale-kottawa-7321288,"Rs. 875,000 (Ongoing Lease)",Micro,Panda Cross,2013,89000,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1300
Toyota Carina AT 150 1986 Car,https://riyasewana.com/buy/toyota-carina-at-sale-kandy-7321278,"Rs. 1,250,000",Toyota,Carina AT 150,1986,303300,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1450
Daewoo Matiz 1999 Car,https://riyasewana.com/buy/daewoo-matiz-sale-divulapitiya-7321218,"Rs. 1,000,000",Daewoo,Matiz,1999,79580,Manual,Petrol,AIR CONDITION,800
Nissan Trad Sunny 1992 Car,https://riyasewana.com/buy/nissan-trad-sunny-sale-kegalle-7321205,"Rs. 1,275,000",Nissan,Trad Sunny,1992,0,Manual,Petrol,"AIR CONDITION, POWER STEERING",1300
Mitsubishi J24 1977 Car,https://riyasewana.com/buy/mitsubishi-j24-sale-ja-ela-7321100,"Rs. 2,450,000",Mitsubishi,J24,1977,70000,Manual,Diesel,AIR CONDITION,-
Nissan FN50 1995 Car,https://riyasewana.com/buy/nissan-fn50-sale-hambantota-7321010,"Rs. 1,850,000",Nissan,FN50,1995,200000,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1200
Toyota Corolla 2 Windy 1991 Car,https://riyasewana.com/buy/toyota-corolla-2-sale-colombo-7320997,"Rs. 2,150,000",Toyota,Corolla 2 Windy,1991,215000,Manual,Petrol,"AIR CONDITION, POWER STEERING",1330
Micro Trend 2011 Car,https://riyasewana.com/buy/micro-trend-sale-maharagama-7320994,"Rs. 1,435,000",Micro,Trend,2011,72000,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER WINDOW",1000
Honda Fit Aria 2008 Car,https://riyasewana.com/buy/honda-fit-aria-sale-colombo-7320844,"Rs. 4,200,000",Honda,Fit Aria,2008,110000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Mazda Familia 1991 Car,https://riyasewana.com/buy/mazda-familia-sale-polgahawela-7320800,"Rs. 1,000,000 (Ongoing Lease)",Mazda,Familia,1991,150000,Manual,Diesel,"AIR CONDITION, POWER STEERING",1000
Suzuki ALTO 2011 Car,https://riyasewana.com/buy/suzuki-alto-sale-kandy-7320782,Negotiable,Suzuki,ALTO,2011,92500,Manual,Petrol,"AIR CONDITION, POWER STEERING",800
Toyota Corolla Elephant Back 1993 Car,https://riyasewana.com/buy/toyota-corolla-elephant-sale-kandy-7320774,"Rs. 1,490,000",Toyota,Corolla Elephant Back,1993,163000,Manual,Petrol,"AIR CONDITION, POWER STEERING",1500
Nissan FB14 Ex 1995 Car,https://riyasewana.com/buy/nissan-fb14-ex-sale-bandaragama-7320721,"Rs. 1,980,000",Nissan,FB14 Ex,1995,-,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1300
Nissan FB14 Ex 1995 Car,https://riyasewana.com/buy/nissan-fb14-ex-sale-bandaragama-7320721,"Rs. 1,980,000",Nissan,FB14 Ex,1995,-,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1300
Suzuki Alto 2015 Car,https://riyasewana.com/buy/suzuki-alto-sale-pannipitiya-7320683,"Rs. 2,790,000",Suzuki,Alto,2015,100000,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER WINDOW",800
Toyota 110 1997 Car,https://riyasewana.com/buy/toyota-110-sale-galle-7320663,"Rs. 3,600,000",Toyota,110,1997,243000,Automatic,Diesel,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1970
Nissan Datsun Sunny HB310 1983 Car,https://riyasewana.com/buy/nissan-datsun-sunny-sale-colombo-7320662,"Rs. 590,000",Nissan,Datsun Sunny HB310,1983,123456,Manual,Petrol,"AIR CONDITION, POWER MIRROR",1400
Peugeot 505 1990 Car,https://riyasewana.com/buy/peugeot-505-sale-wennappuwa-7320649,"Rs. 1,650,000",Peugeot,505,1990,300000,Manual,Diesel,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",-
Ford Focus 2006 Car,https://riyasewana.com/buy/ford-focus-sale-gampaha-7320608,"Rs. 3,700,000",Ford,Focus,2006,110000,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER WINDOW",-
Nissan FB13 1992 Car,https://riyasewana.com/buy/nissan-fb13-sale-colombo-7320537,"Rs. 1,600,000",Nissan,FB13,1992,200000,Manual,Diesel,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1800
Toyota 110 1997 Car,https://riyasewana.com/buy/toyota-110-sale-wattala-7320383,"Rs. 3,275,000",Toyota,110,1997,95000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Nissan N16 Super Saloon 2000 Car,https://riyasewana.com/buy/nissan-n16-super-sale-hambantota-7320363,"Rs. 3,750,000",Nissan,N16 Super Saloon,2000,-,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1598
Toyota El51 1995 Car,https://riyasewana.com/buy/toyota-el51-sale-horana-7320348,"Rs. 1,990,000",Toyota,El51,1995,175000,Manual,Petrol,"AIR CONDITION, POWER STEERING",1300
Nissan FB14 Nissan 1997 Car,https://riyasewana.com/buy/nissan-fb14-nissan-sale-matugama-7320327,"Rs. 2,735,000",Nissan,FB14 Nissan,1997,171588,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1499
Suzuki Swift 2002 Car,https://riyasewana.com/buy/suzuki-swift-sale-kaduwela-7320234,"Rs. 3,475,000",Suzuki,Swift,2002,103000,Automatic,Petrol,"AIR CONDITION, POWER WINDOW",1300
Toyota Prius 20 2nd 2007 Car,https://riyasewana.com/buy/toyota-prius-20-sale-gampaha-7319808,"Rs. 4,800,000 (Ongoing Lease)",Toyota,Prius 20 2nd,2007,1650000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Toyota Aqua S Grade 2013 Car,https://riyasewana.com/buy/toyota-aqua-s-sale-kandy-7319618,Negotiable,Toyota,Aqua S Grade,2013,111000,Automatic,Hybrid,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Nissan Tiida 2008 Car,https://riyasewana.com/buy/nissan-tiida-sale-kadawatha-7319437,"Rs. 4,295,000",Nissan,Tiida,2008,150000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Nissan Bluebird 1982 Car,https://riyasewana.com/buy/nissan-bluebird-sale-gampaha-7319338,Negotiable,Nissan,Bluebird,1982,175600,Manual,Diesel,-,2000
Audi A6 2004 Car,https://riyasewana.com/buy/audi-a6-sale-welisara-7319328,"Rs. 5,200,000 (Ongoing Lease)",Audi,A6,2004,154000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1800
Hyundai Grand I10 2017 Car,https://riyasewana.com/buy/hyundai-grand-i10-sale-ampara-7319312,Negotiable,Hyundai,Grand I10,2017,90000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1000
Chery QQ 308 2007 Car,https://riyasewana.com/buy/chery-qq-308-sale-padukka-7319301,"Rs. 1,125,000",Chery,QQ 308,2007,100000,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",800
Nissan B14 1996 Car,https://riyasewana.com/buy/nissan-b14-sale-mirigama-7319266,Negotiable,Nissan,B14,1996,102000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",-
Toyota KE20 Deluxe 2000 Car,https://riyasewana.com/buy/toyota-ke20-deluxe-sale-gampaha-7319260,"Rs. 900,000",Toyota,KE20 Deluxe,2000,0,Manual,Petrol,AIR CONDITION,-
Toyota Corolla CE110 2000 Car,https://riyasewana.com/buy/toyota-corolla-ce110-sale-panadura-7319239,"Rs. 2,975,000",Toyota,Corolla CE110,2000,130000,Manual,Diesel,"AIR CONDITION, POWER STEERING",2000
Micro Panda 2015 Car,https://riyasewana.com/buy/micro-panda-sale-panadura-7319231,"Rs. 2,075,000",Micro,Panda,2015,65000,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER WINDOW",1000
Suzuki Wagon R Fx 2017 Car,https://riyasewana.com/buy/suzuki-wagon-r-sale-nittambuwa-7319193,"Rs. 4,900,000",Suzuki,Wagon R Fx,2017,82000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",659
Nissan Sunny 1991 Car,https://riyasewana.com/buy/nissan-sunny-sale-negombo-7319113,"Rs. 1,875,000",Nissan,Sunny,1991,10000,Manual,Diesel,"AIR CONDITION,POWER STEERING",1600
Nissan March 2000 Car,https://riyasewana.com/buy/nissan-march-sale-moratuwa-7319078,"Rs. 2,375,000",Nissan,March,2000,130000,Automatic,Petrol,"AIR CONDITION, POWER STEERING",-
Toyota Corona CT170 1990 Car,https://riyasewana.com/buy/toyota-corona-ct170-sale-kurunegala-7319075,"Rs. 1,700,000",Toyota,Corona CT170,1990,281000,Manual,Diesel,"AIR CONDITION, POWER STEERING, POWER MIRROR",2000
Micro Panda 2015 Car,https://riyasewana.com/buy/micro-panda-sale-matugama-7319036,"Rs. 2,285,000",Micro,Panda,2015,-,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1000
Suzuki Celerio 2014 Car,https://riyasewana.com/buy/suzuki-celerio-sale-marawila-7318992,"Rs. 3,900,000",Suzuki,Celerio,2014,43000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1000
Suzuki Wagon R Stingray 2017 Car,https://riyasewana.com/buy/suzuki-wagon-r-sale-nittambuwa-7318950,"Rs. 5,950,000",Suzuki,Wagon R Stingray,2017,79000,Automatic,Hybrid,"AIR CONDITION,POWER STEERING,POWER MIRROR,POWER WINDOW",650
Suzuki Zen 2006 Car,https://riyasewana.com/buy/suzuki-zen-sale-badulla-7318947,"Rs. 1,480,000",Suzuki,Zen,2006,1,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1000
Micro MX7 2015 Car,https://riyasewana.com/buy/micro-mx7-sale-gampaha-7318921,"Rs. 2,800,000 (Ongoing Lease)",Micro,MX7,2015,150000,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",-
Toyota Prius 2016 Car,https://riyasewana.com/buy/toyota-prius-sale-puttalam-7318917,"Rs. 13,600,000",Toyota,Prius,2016,55000,Automatic,Hybrid,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1800
Suzuki Wagon R FX 2016 Car,https://riyasewana.com/buy/suzuki-wagon-r-sale-wennappuwa-7318846,"Rs. 5,150,000",Suzuki,Wagon R FX,2016,62000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",650
Peugeot 206 2001 Car,https://riyasewana.com/buy/peugeot-206-sale-embilipitiya-7318835,"Rs. 2,675,000",Peugeot,206,2001,194000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER WINDOW",1300
Nissan FB14 1998 Car,https://riyasewana.com/buy/nissan-fb14-sale-kegalle-7318794,"Rs. 1,200,000 (Ongoing Lease)",Nissan,FB14,1998,201005,Manual,Diesel,"AIR CONDITION, POWER STEERING",1973
Nissan Pulsar FN15 CJ1 1997 Car,https://riyasewana.com/buy/nissan-pulsar-fn15-sale-matara-7318628,"Rs. 2,295,000",Nissan,Pulsar FN15 CJ1,1997,140000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Toyota Dx Wagon 1979 Car,https://riyasewana.com/buy/toyota-dx-wagon-sale-kurunegala-7318604,"Rs. 680,000",Toyota,Dx Wagon,1979,0,Manual,Diesel,-,-
Mercedes-Benz E250 1994 Car,https://riyasewana.com/buy/mercedes-benz-e250-sale-gampaha-7318406,Negotiable,Mercedes-Benz,E250,1994,350000,Manual,Diesel,-,2500
Mazda Bj5p 1999 Car,https://riyasewana.com/buy/mazda-bj5p-sale-embilipitiya-7318359,"Rs. 2,490,000",Mazda,Bj5p,1999,210000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Mitsubishi Lancer Box 1981 Car,https://riyasewana.com/buy/mitsubishi-lancer-box-sale-kottawa-7318342,"Rs. 850,000",Mitsubishi,Lancer Box,1981,57882,Manual,Petrol,AIR CONDITION,1400
Toyota Corolla 1975 Car,https://riyasewana.com/buy/toyota-corolla-sale-kuliyapitiya-7318289,"Rs. 430,000",Toyota,Corolla,1975,-,Manual,Petrol,-,1200
Hyundai Elantra 2000 Car,https://riyasewana.com/buy/hyundai-elantra-sale-kurunegala-7318246,Negotiable,Hyundai,Elantra,2000,150000,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1
Nissan N16 Bluebird 2001 Car,https://riyasewana.com/buy/nissan-n16-bluebird-sale-maharagama-7318220,"Rs. 3,750,000",Nissan,N16 Bluebird,2001,164923,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Honda Civic 1985 Car,https://riyasewana.com/buy/honda-civic-sale-kandy-7318202,"Rs. 1,000,000",Honda,Civic,1985,-,Manual,Petrol,-,1300
Hyundai ATOS 2001 Car,https://riyasewana.com/buy/hyundai-atos-sale-kotikawatta-7318178,"Rs. 2,250,000 (Ongoing Lease)",Hyundai,ATOS,2001,90000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER WINDOW",999
Mazda BS98 L 1990 Car,https://riyasewana.com/buy/mazda-bs98-l-sale-polonnaruwa-7318115,Negotiable,Mazda,BS98 L,1990,190000,Manual,Petrol,"POWER STEERING, POWER WINDOW",1300
Suzuki Maruti 800 2003 Car,https://riyasewana.com/buy/suzuki-maruti-800-sale-colombo-7318064,"Rs. 1,250,000 (Ongoing Lease)",Suzuki,Maruti 800,2003,105000,Manual,Petrol,-,800
Suzuki Wagon R Stingray J Style 2016 Car,https://riyasewana.com/buy/suzuki-wagon-r-sale-badulla-7318056,"Rs. 5,600,000",Suzuki,Wagon R Stingray J Style,2016,72000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",650
Zotye Z100 2019 Car,https://riyasewana.com/buy/zotye-z100-sale-kurunegala-7318038,"Rs. 2,600,000",Zotye,Z100,2019,19000,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1000
Mitsubishi Lancer Wagon 1980 Car,https://riyasewana.com/buy/mitsubishi-lancer-wagon-sale-beruwala-7317937,Negotiable,Mitsubishi,Lancer Wagon,1980,-,Manual,Petrol,-,1400
Toyota Dx Wagon KE72 1985 Car,https://riyasewana.com/buy/toyota-dx-wagon-sale-dehiwala-mount-lavinia-7317778,Negotiable,Toyota,Dx Wagon KE72,1985,-,Manual,Petrol,AIR CONDITION,1300
Toyota Corona Mark 2 1977 Car,https://riyasewana.com/buy/toyota-corona-mark-sale-ragama-7317685,Negotiable,Toyota,Corona Mark 2,1977,-,Manual,Petrol,-,1100
Nissan California HB12 1985 Car,https://riyasewana.com/buy/nissan-california-hb12-sale-kandy-7317611,"Rs. 800,000",Nissan,California HB12,1985,96457,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR",1500
Honda EF1 1989 Car,https://riyasewana.com/buy/honda-ef1-sale-kadawatha-7317609,"Rs. 4,800,000",Honda,EF1,1989,85000,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER WINDOW",1600
Mitsubishi Lancer 1992 Car,https://riyasewana.com/buy/mitsubishi-lancer-sale-wattegama-7317589,"Rs. 1,750,000",Mitsubishi,Lancer,1992,150000,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Suzuki Maruti 1995 Car,https://riyasewana.com/buy/suzuki-maruti-sale-kandy-7317536,"Rs. 800,000",Suzuki,Maruti,1995,120000,Manual,Petrol,-,800
Nissan Trad Sunny HB12 1986 Car,https://riyasewana.com/buy/nissan-trad-sunny-sale-polgahawela-7317525,"Rs. 1,225,000",Nissan,Trad Sunny HB12,1986,265000,Manual,Petrol,"AIR CONDITION, POWER STEERING",1500
Nissan FB13 1994 Car,https://riyasewana.com/buy/nissan-fb13-sale-colombo-7317481,"Rs. 1,600,000",Nissan,FB13,1994,200000,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Toyota Carina 1989 Car,https://riyasewana.com/buy/toyota-carina-sale-matugama-7317475,"Rs. 1,225,000",Toyota,Carina,1989,65000,Manual,Petrol,POWER STEERING,1490
Toyota Camry 2007 Car,https://riyasewana.com/buy/toyota-camry-sale-kesbewa-7317435,"Rs. 6,800,000",Toyota,Camry,2007,140000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",2300
Toyota Etios 2013 Car,https://riyasewana.com/buy/toyota-etios-sale-anuradapura-7317417,"Rs. 4,475,000",Toyota,Etios,2013,10500,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER WINDOW",15000
Nissan Sunny Super Saloon 1996 Car,https://riyasewana.com/buy/nissan-sunny-super-sale-piliyandala-7317398,Negotiable,Nissan,Sunny Super Saloon,1996,240,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Toyota Axio 2007 Car,https://riyasewana.com/buy/toyota-axio-sale-hatton-7317271,"Rs. 6,500,000",Toyota,Axio,2007,115000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Honda Grand Civic 1991 Car,https://riyasewana.com/buy/honda-grand-civic-sale-kiribathgoda-7317234,"Rs. 1,650,000",Honda,Grand Civic,1991,24320,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Toyota Vitz 2017 Car,https://riyasewana.com/buy/toyota-vitz-sale-kurunegala-7317125,Negotiable,Toyota,Vitz,2017,68024,Automatic,Petrol,"AIR CONDITION, POWER MIRROR",1000
Toyota Premio 240 2007 Car,https://riyasewana.com/buy/toyota-premio-240-sale-boralesgamuwa-7317019,"Rs. 6,500,000",Toyota,Premio 240,2007,221000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Nissan FB13 Doctor Sunny 1993 Car,https://riyasewana.com/buy/nissan-fb13-doctor-sale-dehiwala-mount-lavinia-7316997,"Rs. 1,690,000",Nissan,FB13 Doctor Sunny,1993,142000,Manual,Petrol,"AIR CONDITION, POWER STEERING",1490
Nissan B11 1983 Car,https://riyasewana.com/buy/nissan-b11-sale-padukka-7316958,"Rs. 750,000",Nissan,B11,1983,200000,Manual,Petrol,AIR CONDITION,1300
Honda FIT Gp2 2013 Car,https://riyasewana.com/buy/honda-fit-gp2-sale-gampaha-7316955,"Rs. 6,975,000",Honda,FIT Gp2,2013,91000,Automatic,Hybrid,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1
Mitsubishi Lancer C11 1987 Car,https://riyasewana.com/buy/mitsubishi-lancer-c11-sale-homagama-7316906,"Rs. 795,000",Mitsubishi,Lancer C11,1987,200000,Automatic,Petrol,"AIR CONDITION, POWER STEERING",1300
Mercedes-Benz W123 200D 1978 Car,https://riyasewana.com/buy/mercedes-benz-w123-200d-sale-gampaha-7316814,"Rs. 2,000,000",Mercedes-Benz,W123 200D,1978,-,Manual,Diesel,"AIR CONDITION, POWER STEERING",-
Suzuki S Presso 2019 Car,https://riyasewana.com/buy/suzuki-s-presso-sale-galle-7316787,"Rs. 7,600,000",Suzuki,S Presso,2019,25000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER WINDOW",1800
Nissan March K11 2000 Car,https://riyasewana.com/buy/nissan-march-k11-sale-matale-7316743,"Rs. 2,260,000",Nissan,March K11,2000,221,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1300
Suzuki Alto 2015 Car,https://riyasewana.com/buy/suzuki-alto-sale-moratuwa-7316710,Negotiable,Suzuki,Alto,2015,110000,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER WINDOW",800
Nissan AD Y10 1999 Car,https://riyasewana.com/buy/nissan-ad-y10-sale-homagama-7316691,"Rs. 1,395,000",Nissan,AD Y10,1999,300000,Manual,Diesel,"AIR CONDITION, POWER STEERING",2000
Toyota Axio 2014 Car,https://riyasewana.com/buy/toyota-axio-sale-ja-ela-7316578,"Rs. 8,500,000",Toyota,Axio,2014,105000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Tata Indica 2006 Car,https://riyasewana.com/buy/tata-indica-sale-boralesgamuwa-7316541,"Rs. 2,450,000",Tata,Indica,2006,200000,Manual,Petrol,-,1400
Toyota Corolla 1976 Car,https://riyasewana.com/buy/toyota-corolla-sale-divulapitiya-7316538,"Rs. 640,000",Toyota,Corolla,1976,86000,Manual,Petrol,-,1200
